"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","class"
"42",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"43",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"44",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"45",0,1,0,0,1,0,0,1,0,1,"POSITIVO"
"46",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"47",0,1,0,0,0,0,0,0,0,0,"NEUTRO"
"48",1,0,1,0,0,0,0,0,3,0,"NEGATIVO"
"49",0,1,1,1,1,1,0,1,1,1,"NEUTRO"
"50",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"51",0,0,0,0,0,0,0,0,0,1,"POSITIVO"
"52",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"53",1,0,1,0,0,0,0,0,1,0,"NEGATIVO"
"54",0,0,1,0,0,0,0,0,1,0,"NEGATIVO"
"55",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"56",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"57",1,0,1,1,1,0,0,0,1,1,"NEUTRO"
"58",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"59",0,0,1,0,0,0,0,0,1,0,"NEGATIVO"
"60",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"61",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"62",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"63",0,1,0,0,1,0,0,1,0,1,"POSITIVO"
"64",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"65",0,1,0,0,0,0,0,0,0,0,"NEUTRO"
"66",0,0,0,0,0,1,0,0,1,0,"NEGATIVO"
"67",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"68",1,0,1,0,0,0,0,0,1,0,"NEGATIVO"
"69",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"70",0,0,0,0,0,0,0,0,0,1,"POSITIVO"
"71",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"72",0,1,0,0,1,0,1,1,0,1,"POSITIVO"
"73",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"74",0,0,0,0,0,0,1,0,1,0,"NEGATIVO"
"75",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"76",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"77",1,0,1,1,0,1,0,0,1,0,"NEGATIVO"
"78",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"79",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"80",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"81",0,0,0,0,0,0,0,2,0,2,"POSITIVO"
"82",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"83",2,0,0,0,0,0,0,0,3,0,"NEGATIVO"
"84",0,0,0,0,0,0,0,0,1,0,"NEGATIVO"
"85",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"86",0,0,0,0,0,0,0,0,0,1,"POSITIVO"
"87",1,0,1,0,0,0,0,0,1,0,"NEGATIVO"
"88",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"89",0,0,0,0,0,0,0,1,0,0,"NEUTRO"
"90",0,1,0,0,1,0,0,1,0,1,"POSITIVO"
"91",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"92",2,0,0,0,0,0,0,0,3,0,"NEGATIVO"
"93",0,0,1,0,0,0,0,0,1,0,"NEGATIVO"
"94",2,1,2,2,0,1,0,1,3,1,"NEGATIVO"
"95",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"96",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"97",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"98",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"99",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"100",1,0,1,1,0,0,0,0,1,0,"NEGATIVO"
"101",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"102",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"103",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"104",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"105",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"106",1,0,0,0,0,0,1,0,0,0,"NEUTRO"
"107",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"108",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"109",0,0,0,0,0,0,0,0,0,1,"POSITIVO"
"110",0,0,1,1,0,1,0,0,1,0,"NEGATIVO"
"111",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"112",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"113",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"114",0,0,1,1,0,1,0,0,1,0,"NEGATIVO"
"115",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"116",0,2,0,0,2,0,0,1,0,2,"POSITIVO"
"117",2,0,0,0,0,0,0,0,3,0,"NEGATIVO"
"118",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"119",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"120",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"121",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"122",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"123",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"124",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"125",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"126",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"127",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"128",0,1,0,1,0,0,0,0,1,1,"NEUTRO"
"129",0,0,1,1,0,1,0,0,1,0,"NEGATIVO"
"130",0,0,0,0,0,1,0,0,1,0,"NEGATIVO"
"131",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"132",0,0,0,0,0,0,0,0,0,1,"POSITIVO"
"133",0,0,1,0,0,0,0,0,1,0,"NEGATIVO"
"134",0,0,1,0,0,0,0,0,1,0,"NEGATIVO"
"135",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"136",1,2,0,0,1,1,0,2,0,3,"POSITIVO"
"137",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"138",0,0,0,0,0,0,0,0,0,1,"POSITIVO"
"139",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"140",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"141",0,0,0,0,2,0,2,0,1,3,"POSITIVO"
"142",1,0,1,1,0,0,0,0,1,0,"NEGATIVO"
"143",1,0,2,1,0,1,0,0,3,0,"NEGATIVO"
"144",0,0,1,1,0,3,0,0,5,1,"NEGATIVO"
"145",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"146",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"147",0,0,1,0,0,0,0,0,1,0,"NEGATIVO"
"148",0,0,0,1,0,1,0,0,1,0,"NEGATIVO"
"149",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"150",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"151",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"152",0,0,1,1,0,1,0,0,1,0,"NEGATIVO"
"153",0,0,0,0,0,0,0,0,0,1,"POSITIVO"
"154",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"155",0,0,3,0,0,1,0,0,4,0,"NEGATIVO"
"156",0,0,1,0,0,0,0,0,1,0,"NEGATIVO"
"157",1,0,0,1,0,1,0,1,4,0,"NEGATIVO"
"158",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"159",1,0,1,1,0,0,0,0,1,0,"NEGATIVO"
"160",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"161",3,0,1,1,0,3,0,0,6,0,"NEGATIVO"
"162",0,1,0,0,1,0,0,0,0,1,"POSITIVO"
"163",0,0,0,0,0,0,0,2,0,2,"POSITIVO"
"164",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"165",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"166",0,0,0,0,0,1,1,0,1,1,"NEUTRO"
"167",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"168",0,0,0,0,0,0,0,0,0,1,"POSITIVO"
"169",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"170",0,1,0,0,0,0,0,0,0,0,"NEUTRO"
"171",0,1,0,0,0,0,0,0,1,0,"NEGATIVO"
"172",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"173",1,0,0,2,0,2,1,0,2,1,"NEGATIVO"
"174",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"175",0,0,0,0,0,0,0,4,1,4,"POSITIVO"
"176",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"177",1,0,0,1,0,2,2,0,2,0,"NEGATIVO"
"178",0,0,0,0,0,0,0,0,1,0,"NEGATIVO"
"179",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"180",0,1,0,0,1,0,0,1,0,1,"POSITIVO"
"181",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"182",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"183",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"184",0,0,1,0,0,0,0,0,0,0,"NEUTRO"
"185",0,0,1,1,0,1,0,0,1,0,"NEGATIVO"
"186",0,0,1,1,0,1,0,0,1,0,"NEGATIVO"
"187",0,0,0,0,0,0,0,3,0,3,"POSITIVO"
"188",2,1,1,2,0,1,2,0,2,0,"NEGATIVO"
"189",1,0,1,1,0,3,0,1,3,0,"NEGATIVO"
"190",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"191",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"192",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"193",1,1,1,1,0,1,0,0,1,0,"NEGATIVO"
"194",0,0,0,1,0,0,0,0,0,0,"NEUTRO"
"195",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"196",0,0,0,0,0,0,0,1,0,2,"POSITIVO"
"197",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"198",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"199",0,0,0,0,0,1,0,0,1,0,"NEGATIVO"
"200",0,0,0,0,0,0,0,1,0,1,"POSITIVO"
"201",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"202",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"203",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"204",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"205",0,0,0,0,0,0,0,0,0,1,"POSITIVO"
"206",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"207",1,1,1,2,0,2,0,0,2,0,"NEGATIVO"
"208",2,0,2,2,0,1,0,0,2,1,"NEGATIVO"
"209",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"210",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"211",0,2,0,0,1,0,0,1,0,1,"POSITIVO"
"212",0,0,0,0,0,0,0,2,0,2,"POSITIVO"
"213",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"214",0,0,0,0,0,0,0,1,1,0,"NEGATIVO"
"215",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"216",2,2,1,0,2,1,1,2,2,2,"NEUTRO"
"217",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"218",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"219",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"220",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"221",0,0,0,1,0,1,0,0,1,0,"NEGATIVO"
"222",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"223",0,0,6,0,0,2,0,0,8,0,"NEGATIVO"
"224",0,0,0,2,0,0,0,0,2,0,"NEGATIVO"
"225",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"226",0,1,0,1,1,0,0,1,0,1,"POSITIVO"
"227",1,0,1,1,0,3,0,0,3,1,"NEGATIVO"
"228",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"229",0,0,1,0,0,0,0,0,1,0,"NEGATIVO"
"230",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"231",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"232",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"233",0,0,1,0,0,0,0,0,1,0,"NEGATIVO"
"234",0,0,1,1,0,1,0,0,1,0,"NEGATIVO"
"235",0,0,0,0,1,0,1,1,1,2,"POSITIVO"
"236",0,0,0,1,0,1,0,0,1,0,"NEGATIVO"
"237",0,0,0,0,0,0,0,0,0,1,"POSITIVO"
"238",0,1,0,0,0,0,0,2,0,2,"POSITIVO"
"239",0,0,0,0,0,0,0,0,2,0,"NEGATIVO"
"240",0,1,0,0,3,0,0,0,0,3,"POSITIVO"
"241",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"242",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"243",1,0,1,1,0,0,0,0,2,0,"NEGATIVO"
"244",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"245",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"246",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"247",0,1,1,1,1,1,0,1,1,1,"NEUTRO"
"248",1,0,0,0,0,0,0,0,2,0,"NEGATIVO"
"249",0,0,0,0,0,0,0,0,0,1,"POSITIVO"
"250",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"251",0,0,0,0,0,1,0,0,1,0,"NEGATIVO"
"252",0,0,0,0,0,0,0,0,0,1,"POSITIVO"
"253",0,2,0,0,7,0,2,4,0,10,"POSITIVO"
"254",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"255",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"256",0,2,0,1,1,0,1,1,1,3,"POSITIVO"
"257",1,0,1,1,0,3,0,0,3,0,"NEGATIVO"
"258",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"259",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"260",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"261",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"262",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"263",0,0,0,0,0,1,1,0,1,1,"NEUTRO"
"264",2,0,1,2,0,1,0,0,2,0,"NEGATIVO"
"265",0,0,0,0,0,0,0,0,0,1,"POSITIVO"
"266",0,0,0,0,0,0,0,0,1,0,"NEGATIVO"
"267",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"268",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"269",0,0,5,1,0,4,0,0,7,0,"NEGATIVO"
"270",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"271",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"272",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"273",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"274",0,0,0,0,0,0,0,1,0,3,"POSITIVO"
"275",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"276",0,1,0,0,1,0,0,1,0,2,"POSITIVO"
"277",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"278",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"279",0,1,0,0,1,0,0,1,0,2,"POSITIVO"
"280",0,1,0,0,0,0,0,0,0,0,"NEUTRO"
"281",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"282",2,3,0,2,2,1,1,3,1,3,"POSITIVO"
"283",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"284",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"285",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"286",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"287",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"288",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"289",1,0,1,0,0,0,0,0,1,0,"NEGATIVO"
"290",0,0,3,0,0,1,0,0,4,0,"NEGATIVO"
"291",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"292",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"293",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"294",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"295",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"296",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"297",0,1,1,1,0,1,0,0,1,0,"NEGATIVO"
"298",3,0,3,1,0,0,0,0,4,0,"NEGATIVO"
"299",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"300",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"301",0,1,0,0,0,0,0,0,0,1,"POSITIVO"
"302",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"303",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"304",0,3,0,1,0,0,1,0,0,1,"POSITIVO"
"305",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"306",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"307",0,0,2,1,0,3,0,0,3,0,"NEGATIVO"
"308",0,0,0,0,0,0,0,1,0,1,"POSITIVO"
"309",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"310",0,1,0,0,0,0,0,0,0,0,"NEUTRO"
"311",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"312",0,1,0,0,1,0,0,1,0,2,"POSITIVO"
"313",0,1,0,0,0,0,0,1,0,1,"POSITIVO"
"314",0,0,3,0,0,1,0,0,4,1,"NEGATIVO"
"315",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"316",0,0,0,0,0,0,0,0,2,0,"NEGATIVO"
"317",0,0,0,1,0,1,0,0,1,0,"NEGATIVO"
"318",0,1,1,1,0,1,0,0,1,0,"NEGATIVO"
"319",0,1,0,0,0,0,0,0,0,1,"POSITIVO"
"320",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"321",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"322",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"323",0,1,0,0,0,0,0,0,0,1,"POSITIVO"
"324",0,1,0,0,0,0,0,0,0,1,"POSITIVO"
"325",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"326",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"327",0,0,0,0,0,0,0,0,0,1,"POSITIVO"
"328",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"329",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"330",1,2,0,0,2,2,1,2,1,3,"POSITIVO"
"331",1,2,0,0,2,1,1,2,2,3,"POSITIVO"
"332",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"333",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"334",1,0,1,1,0,1,1,0,1,0,"NEGATIVO"
"335",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"336",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"337",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"338",0,0,3,0,0,1,0,2,4,2,"NEGATIVO"
"339",0,0,0,0,0,0,0,2,0,2,"POSITIVO"
"340",1,0,0,1,0,1,0,0,2,1,"NEGATIVO"
"341",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"342",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"343",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"344",2,1,0,1,1,0,1,1,3,2,"NEGATIVO"
"345",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"346",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"347",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"348",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"349",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"350",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"351",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"352",1,0,0,1,0,0,0,0,1,1,"NEUTRO"
"353",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"354",0,0,0,0,0,0,0,0,0,1,"POSITIVO"
"355",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"356",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"357",0,0,1,0,0,0,0,0,1,0,"NEGATIVO"
"358",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"359",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"360",0,0,1,1,0,1,0,0,1,0,"NEGATIVO"
"361",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"362",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"363",3,0,1,0,0,0,0,1,3,1,"NEGATIVO"
"364",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"365",0,1,0,0,1,0,1,1,0,1,"POSITIVO"
"366",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"367",0,0,0,0,0,2,1,0,2,1,"NEGATIVO"
"368",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"369",0,0,0,0,0,0,0,2,0,3,"POSITIVO"
"370",1,0,0,0,0,1,0,0,1,0,"NEGATIVO"
"371",0,0,0,0,0,0,0,2,0,2,"POSITIVO"
"372",0,0,0,0,0,0,0,0,0,1,"POSITIVO"
"373",0,0,0,0,0,0,0,0,0,1,"POSITIVO"
"374",0,0,0,0,0,0,1,0,0,0,"NEUTRO"
"375",0,0,0,0,0,0,0,2,0,2,"POSITIVO"
"376",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"377",1,0,1,0,0,1,0,0,1,0,"NEGATIVO"
"378",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"379",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"380",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"381",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"382",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"383",0,0,0,0,0,0,0,2,0,0,"NEUTRO"
"384",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"385",1,1,0,2,0,0,2,0,2,0,"NEGATIVO"
"386",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"387",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"388",1,0,1,1,0,3,0,0,3,0,"NEGATIVO"
"389",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"390",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"391",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"392",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"393",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"394",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"395",0,0,0,0,0,1,0,2,1,3,"POSITIVO"
"396",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"397",0,1,0,0,0,0,0,0,0,0,"NEUTRO"
"398",0,1,0,0,0,0,1,0,0,1,"POSITIVO"
"399",0,1,1,1,0,1,0,0,1,0,"NEGATIVO"
"400",1,1,1,1,0,1,0,0,1,0,"NEGATIVO"
"401",0,1,0,0,1,0,0,1,0,2,"POSITIVO"
"402",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"403",1,1,1,1,0,1,0,2,1,3,"POSITIVO"
"404",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"405",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"406",0,0,0,1,0,2,0,0,3,0,"NEGATIVO"
"407",0,0,0,1,0,3,0,0,3,0,"NEGATIVO"
"408",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"409",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"410",0,0,1,1,0,1,0,0,1,0,"NEGATIVO"
"411",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"412",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"413",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"414",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"415",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"416",0,1,0,0,1,0,0,1,0,2,"POSITIVO"
"417",0,0,3,0,0,1,0,2,4,2,"NEGATIVO"
"418",0,1,0,0,0,1,0,0,0,0,"NEUTRO"
"419",0,1,0,0,0,0,0,2,0,2,"POSITIVO"
"420",1,0,1,0,0,0,0,1,0,1,"POSITIVO"
"421",0,0,0,0,0,0,0,0,0,1,"POSITIVO"
"422",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"423",0,0,0,0,0,0,0,2,0,2,"POSITIVO"
"424",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"425",1,0,1,1,0,3,0,0,3,0,"NEGATIVO"
"426",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"427",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"428",0,0,0,0,1,0,0,1,0,1,"POSITIVO"
"429",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"430",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
"431",0,0,0,0,0,0,0,0,0,0,"NEUTRO"
